review_id,app_name,category,username,device,rating,timestamp,text_original,text_cleaned,thumbs_up,token_count,char_count,num_emojis,num_urls,num_uppercase_words,unique_word_ratio,contains_promo_words,has_urdu_words,sentiment_score,device_missing,generic_username,user_total_reviews,time_diff_seconds,is_burst,same_text_count,rating_text_mismatch,user_avg_rating,user_rating_std
44b8f7f8-3eee-4207-8f23-5d049d907bf5,JazzCash,Banking,Sehar Malah!,Unknown,3,2025-10-11 08:40:57,It is very useful,it is very useful,0,4,17,0,0,0,1.0,0,0,0.4927,1,0,1,0.0,0,1,0,3.0,0.0
454af00a-a5a3-43ae-b6f6-29fd0f733745,JazzCash,Banking,zahira shabbir,Unknown,4,2025-10-11 11:20:49,this app is wonder full for sanding and receiving payments,this app is wonder full for sanding and receiving payments,0,10,58,0,0,0,1.0,0,1,0.0,1,0,1,0.0,0,1,0,4.0,0.0
9f999e47-f990-4c44-aa75-8077c0a12436,JazzCash,Banking,Farjad Ahmad,Unknown,4,2025-10-11 12:16:31,sometimes slow but overall ok.. and plz less your texes😑,sometimes slow but overall ok.. and plz less your texes😑,0,10,56,1,0,0,1.0,0,0,0.1154,1,0,1,0.0,0,1,0,4.0,0.0
9ef939bd-c09a-49ad-a735-3859a4ed9c4e,JazzCash,Banking,Nabeel Ghouri,Unknown,1,2025-10-11 12:53:33,New Device Detected problem solve please . very bad latest version biometric are not found . biometric authentication step are not completed,new device detected problem solve please . very bad latest version biometric are not found . biometric authentication step are not completed,0,22,140,0,0,0,0.8181818181818182,0,0,-0.5256,1,0,1,0.0,0,1,0,1.0,0.0
eefdb06d-d731-4eb8-80b3-a536b0161e9c,JazzCash,Banking,shahid Buzdar,Unknown,1,2025-10-11 13:18:49,most bad app don't work,most bad app don't work,0,5,23,0,0,0,1.0,0,1,-0.5849,1,0,1,0.0,0,1,0,1.0,0.0
ea1bfbfe-058c-490b-928d-b6fdd7998495,JazzCash,Banking,Great Time,Unknown,1,2025-10-11 14:50:33,very very bad experience,very very bad experience,0,4,24,0,0,0,0.75,0,0,-0.6214,1,0,1,0.0,0,1,0,1.0,0.0
5cb38192-738a-409c-b00b-0de2cf3af1d8,JazzCash,Banking,imran shah,Unknown,1,2025-10-11 15:38:03,not open still disable,not open still disable,0,4,22,0,0,0,1.0,0,0,0.0,1,0,1,0.0,0,1,0,1.0,0.0
6640ea69-7491-4c99-ade4-85091ac84268,JazzCash,Banking,Usman Joyia,Unknown,3,2025-10-11 16:16:29,hi jazz cach company ya app theek nahi chalti,hi jazz cach company ya app theek nahi chalti,0,9,45,0,0,0,1.0,0,1,0.0,1,0,1,0.0,0,1,0,3.0,0.0
f3ddd975-93c8-4ddf-9fdf-8f45a66cc740,JazzCash,Banking,Ali Raza Memon,Unknown,3,2025-10-11 20:32:19,I can not open other wallet,i can not open other wallet,0,6,27,0,0,0,1.0,0,0,0.0,1,0,1,0.0,0,1,0,3.0,0.0
74667468-6e28-4668-be6c-69caa63d8d5e,JazzCash,Banking,Rao Saif,Unknown,2,2025-10-11 21:38:40,remove,remove,0,1,6,0,0,0,1.0,0,0,0.0,1,0,1,0.0,0,1,0,2.0,0.0
403f5545-6475-4e92-b1e7-98e95b8698e2,JazzCash,Banking,Muhammad Farzam Farooqui,Unknown,4,2025-10-11 22:04:11,night mid,night mid,0,2,9,0,0,0,1.0,0,0,0.0,1,0,1,0.0,0,1,0,4.0,0.0
878439f9-af51-417a-bd95-e01f3ed2787c,JazzCash,Banking,Ilyas Khan,Unknown,1,2025-10-11 22:17:45,screen shot save photo,screen shot save photo,0,4,22,0,0,0,1.0,0,0,0.4939,1,0,1,0.0,0,1,0,1.0,0.0
6b5382f3-4140-490c-b4b2-05f1a3921b1c,JazzCash,Banking,wafa rizvi,Unknown,2,2025-10-12 04:05:07,"You're deducting so much tax , so disappointing","you're deducting so much tax , so disappointing",0,8,47,0,0,0,0.875,0,1,-0.6269,1,0,1,0.0,0,1,0,2.0,0.0
fc88b020-4bde-4f3b-b62b-860d2747c7d2,JazzCash,Banking,Sufian Mehar,Unknown,4,2025-10-12 05:11:02,not bad,not bad,0,2,7,0,0,0,1.0,0,0,0.431,1,0,1,0.0,0,1,0,4.0,0.0
eeb426d1-699a-495b-916a-bd442cd278f8,JazzCash,Banking,Ayesha,Unknown,4,2025-10-12 05:50:01,its pocket friendly,its pocket friendly,0,3,19,0,0,0,1.0,0,0,0.4939,1,0,1,0.0,0,1,0,4.0,0.0
36036161-b39f-40ca-b2e8-66a5f65a5e91,JazzCash,Banking,Waqas Ahmad,Unknown,4,2025-10-12 06:45:14,very good 👍,very good 👍,0,3,11,1,0,0,1.0,0,0,0.4927,1,0,1,0.0,0,3,0,4.0,0.0
2c74a843-2319-49b8-be19-9ba35d9004c0,JazzCash,Banking,hameed akhtar,Unknown,1,2025-10-12 07:24:50,bakwas app hy,bakwas app hy,0,3,13,0,0,0,1.0,0,1,0.0,1,0,1,0.0,0,1,0,1.0,0.0
2f7a7602-7d44-4863-87ce-b4c53e59b3ee,JazzCash,Banking,Hasnain Lala,Unknown,1,2025-10-12 08:08:08,mony need but login failed login failed 😡,mony need but login failed login failed 😡,0,8,41,1,0,0,0.75,0,0,-0.872,1,0,1,0.0,0,1,0,1.0,0.0
f52b219a-555e-43c4-8add-d88f96b452cd,JazzCash,Banking,Ahmed Shahzad,Unknown,1,2025-10-12 08:21:10,app isn't logging 😭😔😭😔,app isn't logging 😭😔😭😔,0,4,22,4,0,0,1.0,0,1,0.0139,1,0,1,0.0,0,1,0,1.0,0.0
c9ce6907-38d4-4e6e-95c6-baac163bf250,JazzCash,Banking,Sabir Hussain,Unknown,1,2025-10-12 08:22:23,I am sending money always system issue,i am sending money always system issue,0,7,38,0,0,0,1.0,0,0,0.0,1,0,1,0.0,0,1,0,1.0,0.0
