review_id,app_name,category,username,device,rating,timestamp,text_original,text_cleaned,thumbs_up,token_count,char_count,num_emojis,num_urls,num_uppercase_words,unique_word_ratio,contains_promo_words,has_urdu_words,sentiment_score,device_missing,generic_username,user_total_reviews,time_diff_seconds,is_burst,same_text_count,rating_text_mismatch,user_avg_rating,user_rating_std
92978db3-7373-48df-9bf6-6cdb459a22b1,Easypaisa,Banking,Sarmad Habib,Unknown,2,2025-10-15 17:28:31,it's not working properly in low end device's,it's not working properly in low end device's,0,8,45,0,0,0,1.0,0,0,-0.2732,1,0,1,0.0,0,1,0,2.0,0.0
8ec60574-a2f7-4b2c-8439-b9ce4f498f40,Easypaisa,Banking,Shoaib ansari,Unknown,1,2025-10-15 19:37:59,Easypaisa is not auto-fetching or verifying the OTP even though the SIM is inserted. It’s also not giving the option to enter the OTP manually — the OTP is still being masked. Please advise.,easypaisa is not auto-fetching or verifying the otp even though the sim is inserted. it’s also not giving the option to enter the otp manually — the otp is still being masked. please advise.,4,34,190,0,0,4,0.7352941176470589,0,0,0.068,1,0,1,0.0,0,1,0,1.0,0.0
852e4e98-faf7-44f3-96f9-c62535ffe05d,Easypaisa,Banking,Shakir Raza,Unknown,4,2025-10-15 19:46:31,good 😊👍,good 😊👍,0,2,7,2,0,0,1.0,0,0,0.836,1,0,1,0.0,0,1,0,4.0,0.0
9a5d86f8-70f0-4ba3-8b30-993f6eeb27bd,Easypaisa,Banking,Imran Baloch,Unknown,1,2025-10-16 02:00:07,this is very bad app,this is very bad app,0,5,20,0,0,0,1.0,0,1,-0.5849,1,0,1,0.0,0,1,0,1.0,0.0
974405e1-7add-49b2-984f-f30bacbd1e0d,Easypaisa,Banking,Haider Farooq,Unknown,1,2025-10-16 03:51:22,I'm trying to register my biometric but it is not accepting it. I have changed my phone and bank alfalah app and standard chartered app registered my fingerprints without any issue. this is not acceptable,i'm trying to register my biometric but it is not accepting it. i have changed my phone and bank alfalah app and standard chartered app registered my fingerprints without any issue. this is not acceptable,2,35,204,0,0,0,0.8285714285714286,0,1,-0.6392,1,0,1,0.0,0,1,0,1.0,0.0
905f005b-96f5-46df-b215-c7acbb15ae23,Easypaisa,Banking,Sajid Ali,Unknown,4,2025-10-16 03:51:52,vari good,vari good,0,2,9,0,0,0,1.0,0,0,0.4404,1,0,1,0.0,0,1,0,4.0,0.0
5d6f6039-b513-4fb5-a85f-2077b956f6c0,Easypaisa,Banking,MUHAMMAD AJMAL,Unknown,4,2025-10-16 05:26:40,so good,so good,0,2,7,0,0,0,1.0,0,0,0.4927,1,0,1,0.0,0,2,0,4.0,0.0
042599e1-0ad1-4975-9add-73e8187c5939,Easypaisa,Banking,Eeman Afzal,Unknown,1,2025-10-16 05:55:05,easypaisa app is not working properly not even opened! fix this problem as soon as possible i need it ! thankyou,easypaisa app is not working properly not even opened! fix this problem as soon as possible i need it ! thankyou,0,21,112,0,0,0,0.9047619047619048,0,1,-0.5732,1,0,1,0.0,0,1,0,1.0,0.0
992279f4-7120-4505-b39c-e0fc0ca77e63,Easypaisa,Banking,Broken YT,Unknown,1,2025-10-16 06:48:29,Mare number par code nahi a raha 🙁,mare number par code nahi a raha 🙁,0,8,34,1,0,0,1.0,0,1,-0.204,1,0,1,0.0,0,1,0,1.0,0.0
789b0c7a-d620-4d99-a74e-e26dfc570fe9,Easypaisa,Banking,Usman Shakoor,Unknown,1,2025-10-16 06:57:44,"need permission to location which mandatory for it to operate, Extremely intrusive, unwanted adds pop up, this app is like forcing you to allow it to access to everything on your mobile. Hate it","need permission to location which mandatory for it to operate, extremely intrusive, unwanted adds pop up, this app is like forcing you to allow it to access to everything on your mobile. hate it",1,34,194,0,0,0,0.8235294117647058,0,1,-0.2911,1,0,1,0.0,0,1,0,1.0,0.0
28aa8cbb-ccde-44c5-a179-6de27e15b518,Easypaisa,Banking,Ameer Hamza,Unknown,4,2025-10-16 07:00:34,very good and help fol app,very good and help fol app,0,6,26,0,0,0,1.0,0,1,0.7316,1,0,1,0.0,0,1,0,4.0,0.0
900fcf37-fbf8-4070-8f49-a8484caa8dd3,Easypaisa,Banking,Ahmer Fraz Mian,Unknown,1,2025-10-16 07:28:16,bar bar limit increase krny ki requst ki gai per limit increase nahi hoi,bar bar limit increase krny ki requst ki gai per limit increase nahi hoi,0,14,72,0,0,0,0.7142857142857143,0,1,0.5574,1,0,1,0.0,0,1,1,1.0,0.0
312dee7e-a22f-4115-ac52-d57167906078,Easypaisa,Banking,Muhmmad Zohan,Unknown,1,2025-10-16 10:38:46,loan nhi dati,loan nhi dati,0,3,13,0,0,0,1.0,0,0,0.0,1,0,1,0.0,0,1,0,1.0,0.0
df15105a-7fa5-489d-8583-efc045070d67,Easypaisa,Banking,Awais Khan,Unknown,4,2025-10-16 10:43:49,it's easy to use,it's easy to use,0,4,16,0,0,0,1.0,0,0,0.4404,1,0,1,0.0,0,1,0,4.0,0.0
23ea3dc2-d2a3-4d4f-aea1-c3dbc8ef04a9,Easypaisa,Banking,Muhammad Ali,Unknown,1,2025-10-16 11:37:04,puri duniya ki sabse gandi Taran service or app easypaisa app hai,puri duniya ki sabse gandi taran service or app easypaisa app hai,0,12,65,0,0,0,0.9166666666666666,0,1,0.0,1,0,2,0.0,0,1,0,2.5,2.1213203435596424
13af11cb-a09b-49ad-b0e7-2bdb09973d11,Easypaisa,Banking,Ibad Yousuf,Unknown,1,2025-10-16 13:04:21,account nahi ban raha,account nahi ban raha,0,4,21,0,0,0,1.0,0,1,-0.5574,1,0,1,0.0,0,1,0,1.0,0.0
5079e4f3-cdbd-49a2-b002-78a98c76ca27,Easypaisa,Banking,Alina Noob,Unknown,1,2025-10-16 14:03:16,Loan not applied with best score,loan not applied with best score,0,6,32,0,0,0,1.0,0,1,-0.5216,1,0,1,0.0,0,1,0,1.0,0.0
3dbc09e7-b7a3-4a36-8479-e0fc921db4a4,Easypaisa,Banking,Mr Khãrōōß,Unknown,1,2025-10-16 14:28:20,it's to horrible I try it many time to sign in there coz of changing my cellphone it's try failed everytime. whatever I say about it to credit in this bank.,it's to horrible i try it many time to sign in there coz of changing my cellphone it's try failed everytime. whatever i say about it to credit in this bank.,1,31,156,0,0,0,0.7741935483870968,0,0,-0.6369,1,0,1,0.0,0,1,0,1.0,0.0
12ba2bbd-24db-493c-9f57-5db2595687c8,Easypaisa,Banking,Op Awan,Unknown,1,2025-10-16 14:43:20,not satisfied,not satisfied,0,2,13,0,0,0,1.0,0,0,-0.3252,1,0,1,0.0,0,1,0,1.0,0.0
25960dbc-993f-45bc-b984-5e86a34f8440,Easypaisa,Banking,Zamin Ali,Unknown,1,2025-10-16 16:54:09,Lona problems ha plizz thek kardo,lona problems ha plizz thek kardo,0,6,33,0,0,0,1.0,0,0,-0.0772,1,0,1,0.0,0,1,0,1.0,0.0
5a80860b-d994-41d8-b1ff-21de77ea355b,Easypaisa,Banking,M Umair,Unknown,4,2025-10-16 17:13:10,Good app for money transfer easy way,good app for money transfer easy way,0,7,36,0,0,0,1.0,0,1,0.7003,1,0,1,0.0,0,1,0,4.0,0.0
35a3803a-0e19-4742-8588-d300bbaa1307,Easypaisa,Banking,Bharat SK singhania,Unknown,1,2025-10-16 17:36:28,easypaisa chor ha,easypaisa chor ha,0,3,17,0,0,0,1.0,0,0,0.34,1,0,1,0.0,0,1,0,1.0,0.0
b4428053-2ed9-45e1-9148-d1582523f5b8,Easypaisa,Banking,Mohsin rxa,Unknown,2,2025-10-16 18:24:41,save money easily,save money easily,0,3,17,0,0,0,1.0,0,0,0.6808,1,0,1,0.0,0,1,1,2.0,0.0
7b32d88b-b48b-4c3c-9821-72d54eb9202e,Easypaisa,Banking,Sucha Shahid,Unknown,1,2025-10-16 21:32:03,excellent job,excellent job,0,2,13,0,0,0,1.0,0,0,0.5719,1,0,1,0.0,0,2,1,1.0,0.0
1fff284d-f0e9-447c-97e9-21cfb48dc20b,Easypaisa,Banking,Imran Gondal,Unknown,2,2025-10-17 01:11:06,msg problm,msg problm,0,2,10,0,0,0,1.0,0,0,0.0,1,0,1,0.0,0,1,0,2.0,0.0
