review_id,app_name,category,username,device,rating,timestamp,text_original,text_cleaned,thumbs_up,token_count,char_count,num_emojis,num_urls,num_uppercase_words,unique_word_ratio,contains_promo_words,has_urdu_words,sentiment_score,device_missing,generic_username,user_total_reviews,time_diff_seconds,is_burst,same_text_count,rating_text_mismatch,user_avg_rating,user_rating_std
3d6fc7fb-6864-4a28-b637-9013d34ed293,Daraz,E-commerce,Keyswor Thh,Unknown,2,2025-06-30 10:42:21,nowadays it's daking days to open the review section.,nowadays it's daking days to open the review section.,0,9,53,0,0,0,1.0,0,0,0.0,1,0,1,0.0,0,1,0,2.0,0.0
24906b27-7621-41a1-963a-18bca9de8151,Daraz,E-commerce,ASh,Unknown,2,2025-06-30 14:24:55,"products are sometimes good and sometimes defected/broken but the main problem is insanely high. even if we buy multiple products from same store, we're charged delivery charges separately, which mostly becomes more than the actual price of the product.","products are sometimes good and sometimes defected/broken but the main problem is insanely high. even if we buy multiple products from same store, we're charged delivery charges separately, which mostly becomes more than the actual price of the product.",0,39,253,0,0,0,0.8974358974358975,0,0,-0.7543,1,0,1,0.0,0,1,0,2.0,0.0
4e011838-4002-4252-973b-ba34f081cd78,Daraz,E-commerce,Emmad Mir,Unknown,2,2025-06-30 17:13:33,"review pictures don't load quick, please fix this issue .","review pictures don't load quick, please fix this issue .",5,10,57,0,0,0,1.0,0,0,-0.2411,1,0,1,0.0,0,1,0,2.0,0.0
b9530a06-b2f9-4f0c-894c-a8a545b29a06,Daraz,E-commerce,Upasna Limbu,Unknown,2,2025-07-01 01:39:07,"The service here is all good. But the problem is that our place doesn't have a name. There is no location, so we don't even get orders here. I hope you understand.","the service here is all good. but the problem is that our place doesn't have a name. there is no location, so we don't even get orders here. i hope you understand.",0,32,163,0,0,0,0.90625,0,0,-0.1406,1,0,1,0.0,0,1,0,2.0,0.0
55bb8f0a-6e64-438d-96c1-cb180f4281a0,Daraz,E-commerce,Roima Ishtiaq,Unknown,2,2025-07-03 02:28:43,Not bad but not good 😌,not bad but not good 😌,0,6,22,1,0,0,0.8333333333333334,0,0,-0.6072,1,0,1,0.0,0,1,0,2.0,0.0
fbae4cd3-7746-4591-b62b-8ad3a385e256,Daraz,E-commerce,Abdur Rakib,Unknown,2,2025-07-03 11:17:43,This apps does not ensure you good quality product. So be sincere before payment.,this apps does not ensure you good quality product. so be sincere before payment.,0,14,81,0,0,0,1.0,0,1,-0.156,1,0,1,0.0,0,1,0,2.0,0.0
a5f69103-550f-402f-b4e4-e765a4a51c40,Daraz,E-commerce,Oli Ullah,Unknown,2,2025-07-03 16:25:48,it’s ok,it’s ok,0,2,7,0,0,0,1.0,0,0,0.296,1,0,1,0.0,0,1,0,2.0,0.0
fc032445-e713-4c56-9c7d-1e7166aaf4bb,Daraz,E-commerce,Arafat Rahman (Faisal),Unknown,2,2025-07-04 07:40:44,"These days when I open the daraz apps its doesn't show the review image properly fixed this. Image viewing is important for consumers like us, Who will buy the product by watching the actual reviewer photo.","these days when i open the daraz apps its doesn't show the review image properly fixed this. image viewing is important for consumers like us, who will buy the product by watching the actual reviewer photo.",0,36,206,0,0,0,0.8888888888888888,0,1,0.5106,1,0,1,0.0,0,1,1,2.0,0.0
b8d920ed-81d4-478d-93bb-72647c16e8a5,Daraz,E-commerce,Raja Wasi,Unknown,2,2025-07-04 11:19:01,beautiful 😍 App,beautiful 😍 app,0,3,15,1,0,0,1.0,0,1,0.7845,1,0,1,0.0,0,1,1,2.0,0.0
409e1792-2dc7-4fa7-90f6-b885c9ad5899,Daraz,E-commerce,Safia Malik,Unknown,2,2025-07-05 04:24:51,"good app , useful due to low price but the problem is when I has 4g network, the app says connecte to network 🥺","good app , useful due to low price but the problem is when i has 4g network, the app says connecte to network 🥺",0,24,111,1,0,0,0.875,0,1,-0.296,1,0,1,0.0,0,1,0,2.0,0.0
772476c5-a3d7-462b-9beb-9b44d354cd7b,Daraz,E-commerce,Aisha Yadav,Unknown,2,2025-07-05 12:58:16,please open Cash on delivery on rajbiraj,please open cash on delivery on rajbiraj,0,7,40,0,0,0,0.8571428571428571,0,0,0.3182,1,0,1,0.0,0,1,0,2.0,0.0
21f8bff1-b050-4ba2-8395-16b00be4c2e8,Daraz,E-commerce,Hassain Ali,Unknown,2,2025-07-05 13:38:51,is very high price pagal,is very high price pagal,0,5,24,0,0,0,1.0,0,0,0.0,1,0,1,0.0,0,1,0,2.0,0.0
fa36e5d1-d4fe-4b48-b392-163fe3fc9e15,Daraz,E-commerce,Mashrafi Rahaman,Unknown,2,2025-07-06 08:31:15,was it really necessary to show a 3 second ad at the startup?,was it really necessary to show a 3 second ad at the startup?,0,13,61,0,0,0,1.0,0,0,0.0,1,0,1,0.0,0,1,0,2.0,0.0
4b560fab-c507-4fac-bffd-d2dd48681f72,Daraz,E-commerce,Sarim Mir,Unknown,2,2025-07-06 13:28:05,chapri market,chapri market,0,2,13,0,0,0,1.0,0,0,0.0,1,0,1,0.0,0,1,0,2.0,0.0
d09d0be3-c5df-41fc-8d3b-fdd172d3ac9d,Daraz,E-commerce,Abdul Salam,Unknown,2,2025-07-08 10:01:48,working slow,working slow,2,2,12,0,0,0,1.0,0,0,0.0,1,0,1,0.0,0,1,0,2.0,0.0
129940a5-f6e3-458d-a99c-a6f8fb2aca56,Daraz,E-commerce,kaiser hasan,Unknown,2,2025-07-08 17:15:22,এক কথায় ডেলিভারি চার্জের কারণে কেনাকাটা পুরোপুরি বন্ধ করে দিয়েছি। অফিস ডেলিভারি চার্জ এত পরিমানে বাড়িয়েছে কেনাকাটা করে এখন আর পোষায় না।,এক কথায় ডেলিভারি চার্জের কারণে কেনাকাটা পুরোপুরি বন্ধ করে দিয়েছি। অফিস ডেলিভারি চার্জ এত পরিমানে বাড়িয়েছে কেনাকাটা করে এখন আর পোষায় না।,0,22,140,0,0,0,0.8636363636363636,0,0,0.0,1,0,1,0.0,0,1,0,2.0,0.0
de827c58-6ad8-4387-84a8-94e0da52df03,Daraz,E-commerce,SUPRAJIT SIKDER,Unknown,2,2025-07-08 18:03:25,duplicate products are more,duplicate products are more,0,4,27,0,0,0,1.0,0,0,0.0,1,0,1,0.0,0,1,0,2.0,0.0
373e09fa-131c-41b3-93b5-ea12745e99ed,Daraz,E-commerce,Usama Raja,Unknown,2,2025-07-09 03:22:24,"The review images load terribly slow, making the whole shopping process extremely annoying.","the review images load terribly slow, making the whole shopping process extremely annoying.",0,13,91,0,0,0,0.9230769230769231,0,0,-0.7645,1,0,1,0.0,0,1,0,2.0,0.0
9dc41f08-805f-409f-b5da-d87ae8eca58d,Daraz,E-commerce,Mohamed Muksith,Unknown,2,2025-07-09 17:56:48,"Some products are shown with free delivery, but when trying to purchase them, a delivery fee is charged. So what does 'free delivery' really mean? It seems that some lies and frauds are being used just to boost sales.","some products are shown with free delivery, but when trying to purchase them, a delivery fee is charged. so what does 'free delivery' really mean? it seems that some lies and frauds are being used just to boost sales.",8,39,217,0,0,0,0.9230769230769231,1,0,0.0504,1,0,1,0.0,0,1,0,2.0,0.0
d41dc339-b9f8-4cea-b649-6be7e98da546,Daraz,E-commerce,Mehwish Khurram,Unknown,2,2025-07-10 03:00:33,plzz block the ads of daraz am irritating for this,plzz block the ads of daraz am irritating for this,0,10,50,0,0,0,1.0,0,0,-0.7096,1,0,1,0.0,0,1,0,2.0,0.0
eb5d5f49-2366-41c3-822d-00b8d71a9d0b,Daraz,E-commerce,Tanha,Unknown,2,2025-07-10 12:01:33,Good 👍🏻,good 👍🏻,0,2,7,2,0,0,1.0,0,0,0.4404,1,0,1,0.0,0,1,0,2.0,0.0
fd4fcd67-992b-4eea-b2d0-e4d6939fbd28,Daraz,E-commerce,Rakshya Nepali,Unknown,2,2025-07-11 06:01:20,delivery fee is a big issue it's unfair if I want to buy a thing that costs 99 I had to pay 220 or more,delivery fee is a big issue it's unfair if i want to buy a thing that costs 99 i had to pay 220 or more,0,25,103,0,0,0,0.88,0,0,-0.4939,1,0,1,0.0,0,1,0,2.0,0.0
472fac5a-8574-4f70-90fc-4db9b6f38314,Daraz,E-commerce,Muhammad Hassan Farooq,Unknown,2,2025-07-11 19:37:50,"In the review section whenever I open any picture to see, it doesn't load and only black picture show each more often. Application needs to be optimized or this should be fixed.","in the review section whenever i open any picture to see, it doesn't load and only black picture show each more often. application needs to be optimized or this should be fixed.",2,32,177,0,0,0,0.90625,0,1,0.4588,1,0,1,0.0,0,1,0,2.0,0.0
10975cb8-381e-4c46-8172-401f648e6413,Daraz,E-commerce,Sana Tariq,Unknown,2,2025-07-13 19:03:48,I cannot open picture of costmors review,i cannot open picture of costmors review,0,7,40,0,0,0,1.0,0,0,0.0,1,0,1,0.0,0,1,0,2.0,0.0
53992e04-262c-4dd2-9dbe-9c6d55a37c0d,Daraz,E-commerce,Robin Bix,Unknown,2,2025-07-13 21:29:10,images aren't showing properly,images aren't showing properly,0,4,30,0,0,0,1.0,0,0,0.0,1,0,1,0.0,0,1,0,2.0,0.0
172ad017-a94e-46fc-b220-c92d41b096dc,Daraz,E-commerce,Mukesh Sharma,Unknown,2,2025-07-14 08:41:06,laggy app,laggy app,0,2,9,0,0,0,1.0,0,1,0.0,1,0,1,0.0,0,1,0,2.0,0.0
b1b1e75c-7e9c-48e4-bb2a-97bb4038740a,Daraz,E-commerce,amin khan,Unknown,2,2025-07-14 14:51:50,very cheap quality night wear suit I'm not satisfied,very cheap quality night wear suit i'm not satisfied,0,9,52,0,0,0,1.0,1,0,-0.3252,1,0,1,0.0,0,1,0,2.0,0.0
48e5eb65-c20f-49bf-82ab-e1343c1ac854,Daraz,E-commerce,Shariq Ali,Unknown,2,2025-07-15 03:36:45,review pictures are not opening,review pictures are not opening,1,5,31,0,0,0,1.0,0,0,0.0,1,0,1,0.0,0,1,0,2.0,0.0
693bb241-e28f-4806-a174-9762f9b62d50,Daraz,E-commerce,Moynul Hasan Faruky,Unknown,2,2025-07-15 18:16:46,"I can't see any still images in the Daraz review option....when I click on it, the still images don't appear...the screen goes black....even if they do appear, it takes a long time.","i can't see any still images in the daraz review option....when i click on it, the still images don't appear...the screen goes black....even if they do appear, it takes a long time.",0,32,181,0,0,0,0.875,0,1,0.0,1,0,1,0.0,0,1,0,2.0,0.0
8b93855e-a801-4eb6-af66-508413260a62,Daraz,E-commerce,Jawad Ali khan,Unknown,2,2025-07-16 05:31:22,best normal,best normal,0,2,11,0,0,0,1.0,0,0,0.6369,1,0,1,0.0,0,1,1,2.0,0.0
f030606e-ea77-459a-820e-d10ac109d984,Daraz,E-commerce,gokul pandey,Unknown,2,2025-07-17 03:01:52,thikoi,thikoi,0,1,6,0,0,0,1.0,0,0,0.0,1,0,1,0.0,0,1,0,2.0,0.0
c17d0e6e-6fe4-47fc-a8e8-4dec88c39736,Daraz,E-commerce,Uttam Rajbanshi,Unknown,2,2025-07-17 18:17:42,Maha bachat ko Naam ma scam,maha bachat ko naam ma scam,0,6,27,0,0,0,1.0,0,1,-0.5719,1,0,1,0.0,0,1,0,2.0,0.0
d7bd4df3-342b-4207-92ab-5cd27fc9b36b,Daraz,E-commerce,Fatima Abid,Unknown,2,2025-07-17 20:11:06,"The app is fine but the pictures provided by people in the review do not open, when I click on them all I see is a black screen.","the app is fine but the pictures provided by people in the review do not open, when i click on them all i see is a black screen.",1,28,128,0,0,0,0.8571428571428571,0,1,0.1027,1,0,1,0.0,0,1,0,2.0,0.0
53ebf1e9-8663-48cd-98b2-078ede2f0b78,Daraz,E-commerce,Rayyan Butt,Unknown,2,2025-07-18 15:36:24,the through out experience was average but my recent order should have been dilevered yesterday but it's still not and the delivery guy is not answering the phone as well worst daraz experience,the through out experience was average but my recent order should have been dilevered yesterday but it's still not and the delivery guy is not answering the phone as well worst daraz experience,0,33,193,0,0,0,0.8484848484848485,0,0,-0.6124,1,0,1,0.0,0,1,0,2.0,0.0
9b2373a8-2b73-4510-bf1a-f662414729e1,Daraz,E-commerce,Ahmad Azam,Unknown,2,2025-07-19 02:54:32,Review images do not load properly.,review images do not load properly.,1,6,35,0,0,0,1.0,0,0,0.0,1,0,1,0.0,0,1,0,2.0,0.0
2496d9db-a07e-45ae-9719-8c8d09cc889d,Daraz,E-commerce,Mariam fatima,Unknown,2,2025-07-19 08:36:56,"Daraz need to work on their app, you can't see a single review picture it shows black screen alwaysssss.","daraz need to work on their app, you can't see a single review picture it shows black screen alwaysssss.",1,19,104,0,0,0,1.0,0,1,0.0,1,0,1,0.0,0,1,0,2.0,0.0
a7581560-59ec-4f8b-8bae-6f532eec6054,Daraz,E-commerce,saimasehar Rana,Unknown,2,2025-07-19 09:53:41,it is good but not perfect or excellent because orders gave us to late and most of times orders are not good as we want .,it is good but not perfect or excellent because orders gave us to late and most of times orders are not good as we want .,0,26,121,0,0,0,0.8846153846153846,0,0,-0.8659,1,0,1,0.0,0,1,0,2.0,0.0
79b07c17-0318-4b94-8837-882ffb22db0b,Daraz,E-commerce,Bhimkanta Chalise,Unknown,2,2025-07-19 12:42:08,late delivery,late delivery,0,2,13,0,0,0,1.0,0,0,0.0,1,0,1,0.0,0,1,0,2.0,0.0
df998b94-ef41-4320-a9f9-29bd8a2cde0e,Daraz,E-commerce,MD HRIDOY KHAN,Unknown,2,2025-07-22 15:27:41,দুইটা স্টার দিলাম কারণ এই ২০২৫ এ এসে আপনাদের অ্যাপ এ ডার্ক মুড নাই এইটা ভাবা যায় । এইটা খুব ই দুঃখ জনক😡😡😡,দুইটা স্টার দিলাম কারণ এই ২০২৫ এ এসে আপনাদের অ্যাপ এ ডার্ক মুড নাই এইটা ভাবা যায় । এইটা খুব ই দুঃখ জনক😡😡😡,0,23,106,3,0,0,0.9130434782608695,0,0,0.0,1,0,1,0.0,0,1,0,2.0,0.0
e2e79dca-cb67-4a77-80c0-fd4329e81547,Daraz,E-commerce,Rizwana Kausar,Unknown,2,2025-07-23 16:32:21,the things are good also and bad also so be aware while you place order,the things are good also and bad also so be aware while you place order,0,15,71,0,0,0,0.9333333333333333,0,0,-0.1531,1,0,1,0.0,0,1,0,2.0,0.0
5dbb0584-2f50-49ee-9073-b63b20692f87,Daraz,E-commerce,Uzma Qureshi,Unknown,2,2025-07-25 15:49:48,Good but return policy mai rider parcl lene aye ga yh option e khtm kr diya hy daraz ny or jo COD py 50rs hn wo fzool mai chrge kr rhy..,good but return policy mai rider parcl lene aye ga yh option e khtm kr diya hy daraz ny or jo cod py 50rs hn wo fzool mai chrge kr rhy..,0,31,136,0,0,1,0.9354838709677419,0,0,0.2382,1,0,1,0.0,0,1,0,2.0,0.0
3c4ef8e1-c881-4913-9d4c-9a4934e2a846,Daraz,E-commerce,Pasindu Lakshan,Unknown,2,2025-07-25 20:48:54,Good app,good app,0,2,8,0,0,0,1.0,0,1,0.4404,1,0,1,0.0,0,10,0,2.0,0.0
